Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
Germany,2016,100.0,100.0,,,14.24,368.67,84.63,189.67,42.6614,46675.777,3.04,747150.0244,14.607312,2.229999868,42107.51727,240,357022.0,51.165691,10.451526
Germany,2017,100.0,100.0,,,15.22,353.37,76.32,216.32,45.29961,47112.9,2.98,732200.0122,16.196213,2.680231114,44542.2952,240,357022.0,51.165691,10.451526
Germany,2018,100.0,100.0,,,16.12,334.65,76.0,222.07,47.109306,45781.406,2.87,707700.0122,17.084951,1.086024514,47950.18081,240,357022.0,51.165691,10.451526
Germany,2019,100.0,100.0,,,17.17,284.09,75.07,240.33,52.611385,44467.746,2.76,657400.0244,18.768305,1.055508247,46794.89929,240,357022.0,51.165691,10.451526
Germany,2020,100.0,100.0,,,,251.4,64.38,251.48,55.681694,41377.68,,,21.122828,-4.569616717,46208.42947,240,357022.0,51.165691,10.451526
India,2000,58.721474,22.3,23.66,485730000.0,46.88,475.35,15.77,80.27,16.808134,3518.6821,6.42,937860.0,6.3762894,3.840991157,443.3141938,464,3287263.0,20.593684,78.96288
India,2001,55.8,23.4,24.81,193140000.0,47.11,491.01,18.89,76.19,16.222763,3469.8364,6.22,953540.0,5.9925246,4.823966264,451.5729973,464,3287263.0,20.593684,78.96288
India,2002,62.3,24.7,24.54,17160000.0,45.75,517.51,19.35,72.78,15.112197,3519.7168,6.16,985450.0122,5.731832,3.803975321,470.9867868,464,3287263.0,20.593684,78.96288
India,2003,64.047485,25.9,27.23,10700000.0,45.63,545.36,18.14,74.63,14.53779,3583.3396,5.84,1011770.02,5.6240616,7.860381476,546.7266135,464,3287263.0,20.593684,78.96288
India,2004,64.4,27.3,29.38,399430000.0,44.92,567.86,21.26,109.2,18.68198,3826.2053,5.73,1085670.044,7.460849,7.922936613,627.7742417,464,3287263.0,20.593684,78.96288
India,2005,67.57981,28.6,31.68,175340000.0,44.16,579.32,17.73,107.47,17.770964,3987.0566,5.52,1136469.971,6.8943167,7.923430621,714.8610154,464,3287263.0,20.593684,78.96288
India,2006,67.9,29.5,34.85,160980000.0,43.16,599.24,17.63,127.56,19.503513,4136.6675,5.39,1215209.961,7.7062397,8.060732573,806.7532806,464,3287263.0,20.593684,78.96288
India,2007,71.119865,30.55,36.69,465640000.0,41.53,636.68,17.83,141.75,20.041193,4423.9287,5.31,1336739.99,7.8556447,7.660815065,1028.334772,464,3287263.0,20.593684,78.96288
India,2008,72.89938,32.0,39.3,369350000.0,39.37,674.27,15.23,138.91,18.60673,4616.339,5.43,1424380.005,7.2570653,3.08669806,998.5223415,464,3287263.0,20.593684,78.96288
India,2009,75.0,34.0,39.61,210650000.0,37.41,728.56,16.82,134.33,17.181797,4892.3794,5.5,1564880.005,6.4735703,7.861888833,1101.960838,464,3287263.0,20.593684,78.96288
India,2010,76.3,35.4,42.34,372820000.0,36.16,771.78,23.08,142.61,17.674166,5033.775,5.34,1659979.98,6.583671,8.497584702,1357.563727,464,3287263.0,20.593684,78.96288
India,2011,67.6,37.2,46.43,1950940000.0,35.01,828.16,32.22,173.62,19.907156,5236.977,5.28,1756739.99,7.501343,5.241315001,1458.104066,464,3287263.0,20.593684,78.96288
India,2012,79.9,39.6,47.76,1119110000.0,34.75,893.45,33.14,165.25,18.170246,5447.3413,5.29,1909439.941,6.727289,5.456388753,1443.882435,464,3287263.0,20.593684,78.96288
India,2013,81.99933,41.6,49.57,586410000.0,34.85,924.93,33.31,187.9,19.300434,5555.5483,5.11,1972430.054,7.329665,6.386106401,1449.610451,464,3287263.0,20.593684,78.96288
India,2014,83.8725,44.8,55.41,699800000.0,33.85,1025.29,34.69,202.04,18.758022,5857.2837,5.08,2147110.107,7.344336,7.410227605,1573.885642,464,3287263.0,20.593684,78.96288
India,2015,88.0,48.2,59.9,898770000.0,33.4,1080.44,38.31,203.21,18.269842,5988.8335,4.82,2158020.02,7.1846457,7.996253786,1605.605445,464,3287263.0,20.593684,78.96288
India,2016,89.2178,51.4,68.18,2112780000.0,33.02,1155.52,37.9,208.21,17.558842,6184.2495,4.54,2195250.0,7.0113974,8.256305502,1732.554242,464,3287263.0,20.593684,78.96288
India,2017,92.12495,55.8,78.55,861450000.0,32.41,1198.85,37.41,234.9,18.509884,6346.3545,4.47,2320409.912,7.511875,6.795383419,1980.66702,464,3287263.0,20.593684,78.96288
India,2018,95.7,59.8,87.32,1764130000.0,32.82,1276.32,39.05,263.61,19.16807,6633.665,4.4,2451929.932,7.9128056,6.532989011,1996.915087,464,3287263.0,20.593684,78.96288
India,2019,97.308266,63.9,93.89,786330000.0,32.93,1273.59,45.16,303.16,21.475914,6731.805,4.28,2456300.049,8.849619,4.041554187,2100.751461,464,3287263.0,20.593684,78.96288
India,2020,99.0,67.9,97.29,,,1202.34,44.61,315.76,23.060581,6317.096,,,9.730037,-7.251754782,1927.707823,464,3287263.0,20.593684,78.96288
Japan,2000,100.0,100.0,,,3.7,578.29,305.95,104.16,41.49231,49229.383,4.78,1182610.0,4.8274536,2.764647551,39169.35957,347,377944.0,36.204824,138.252924
Japan,2001,100.0,100.0,,,3.5,564.95,303.86,101.36,41.767937,48662.785,4.69,1170380.0,4.716366,0.386103426,34406.18246,347,377944.0,36.204824,138.252924
Japan,2002,100.0,100.0,,,3.71,605.12,280.34,101.1,38.66364,48643.8,4.7,1206599.976,4.702637,0.041962499,32820.79364,347,377944.0,36.204824,138.252924
Japan,2003,100.0,100.0,,,4.19,633.76,228.01,114.18,35.06225,48392.92,4.6,1214949.951,5.3320413,1.535125499,35387.03742,347,377944.0,36.204824,138.252924
Japan,2004,100.0,100.0,,,4.26,621.6,268.32,114.73,38.127705,48887.336,4.65,1209849.976,5.25767,2.186115694,38298.98017,347,377944.0,36.204824,138.252924
Japan,2005,100.0,100.0,,,4.02,634.09,280.5,100.57,37.537926,49007.164,4.55,1212819.946,4.790323,1.803900872,37812.89502,347,377944.0,36.204824,138.252924
Japan,2006,100.0,100.0,,,4.43,628.77,291.54,112.07,39.0951,48855.34,4.48,1189520.02,5.3090086,1.372350128,35991.546,347,377944.0,36.204824,138.252924
Japan,2007,100.0,100.0,,,4.29,705.37,267.34,100.8,34.293114,48292.938,4.37,1225069.946,4.7619534,1.483969412,35779.02454,347,377944.0,36.204824,138.252924
Japan,2008,100.0,100.0,,,4.44,663.88,241.25,100.79,34.002705,47418.41,4.26,1158219.971,4.830859,-1.224289001,39876.30397,347,377944.0,36.204824,138.252924
Japan,2009,100.0,100.0,,,4.51,611.86,263.05,102.28,37.38577,43254.305,4.3,1100979.98,5.021396,-5.693236359,41308.99684,347,377944.0,36.204824,138.252924
Japan,2010,100.0,100.0,,,4.66,689.89,278.36,113.92,36.249386,46114.938,4.35,1156479.98,5.684884,4.097917919,44968.15623,347,377944.0,36.204824,138.252924
Japan,2011,100.0,100.0,,,4.82,777.1,153.38,116.5,25.776997,43712.98,4.03,1213520.02,5.733157,0.023809524,48760.07895,347,377944.0,36.204824,138.252924
Japan,2012,100.0,100.0,,,4.68,920.39,15.12,111.09,12.059049,43428.844,3.89,1253609.985,5.6502047,1.374750999,49145.28043,347,377944.0,36.204824,138.252924
Japan,2013,100.0,100.0,,,5.05,897.88,10.43,121.48,12.809407,43171.46,3.82,1262780.029,6.1299677,2.005100177,40898.6479,347,377944.0,36.204824,138.252924
Japan,2014,100.0,100.0,,,5.58,892.18,0.0,136.53,13.271962,42146.168,3.69,1217119.995,6.9359174,0.296205514,38475.39525,347,377944.0,36.204824,138.252924
Japan,2015,100.0,100.0,,,6.16,844.23,3.24,157.34,15.981131,41622.67,3.59,1179439.941,8.068797,1.560626697,34960.63938,347,377944.0,36.204824,138.252924
Japan,2016,100.0,100.0,,,6.39,832.4,14.87,157.7,17.171658,41172.285,3.54,1167790.039,7.9758606,0.753826746,39400.73936,347,377944.0,36.204824,138.252924
Japan,2017,100.0,100.0,,,6.92,806.12,27.75,175.12,20.106245,41783.035,3.5,1155229.98,8.634004,1.675331752,38891.08627,347,377944.0,36.204824,138.252924
Japan,2018,100.0,100.0,,,7.22,780.61,47.82,183.63,22.869198,41694.16,3.45,1116150.024,9.322305,0.558851275,39808.16856,347,377944.0,36.204824,138.252924
Japan,2019,100.0,100.0,,,7.69,735.66,63.88,192.72,25.860157,40868.688,3.33,1081569.946,9.565927,0.270304645,40777.6087,347,377944.0,36.204824,138.252924
Japan,2020,100.0,100.0,,,,716.67,41.86,205.6,25.666662,38029.27,,,11.155339,-4.585508281,40193.25244,347,377944.0,36.204824,138.252924
Norway,2000,100.0,100.0,,,60.18,0.32,0.0,142.11,99.77533,129255.24,4.27,34290.0,72.39789,3.204979222,38131.46061,15,323802.0,60.472024,8.468946
Norway,2001,100.0,100.0,,,59.59,0.42,0.0,120.74,99.65335,116303.484,4.3,34720.0,67.58246,2.074790394,38542.7151,15,323802.0,60.472024,8.468946
Norway,2002,100.0,100.0,,,59.47,0.42,0.0,129.7,99.67722,120364.25,3.94,34369.99893,69.30982,1.44625414,43084.47247,15,323802.0,60.472024,8.468946
Norway,2003,100.0,100.0,,,56.23,0.56,0.0,106.03,99.474625,105588.055,4.23,37169.99817,63.816036,0.910105664,50134.89077,15,323802.0,60.472024,8.468946
Norway,2004,100.0,100.0,,,56.85,0.59,0.0,109.39,99.46354,106903.02,4.3,37340.00015,64.23876,3.96941456,57603.83602,15,323802.0,60.472024,8.468946
Norway,2005,100.0,100.0,,,58.56,0.58,0.0,136.52,99.57695,121278.375,4.28,36349.99847,69.73603,2.625419938,66810.47852,15,323802.0,60.472024,8.468946
Norway,2006,100.0,100.0,,,57.02,0.69,0.0,120.4,99.430176,110179.18,4.21,37200.00076,66.73525,2.399828426,74148.32008,15,323802.0,60.472024,8.468946
Norway,2007,100.0,100.0,,,57.36,1.0,0.0,134.94,99.26438,117053.125,3.83,37750.0,69.2405,2.994287714,85139.96045,15,323802.0,60.472024,8.468946
Norway,2008,100.0,100.0,,,58.45,0.67,0.0,140.35,99.524895,118381.93,4.44,36869.99893,69.89543,0.476345013,96944.09561,15,323802.0,60.472024,8.468946
Norway,2009,100.0,100.0,,,56.72,4.41,0.0,126.49,96.63102,107938.016,4.44,37430.00031,67.78923,-1.727020309,79977.69708,15,323802.0,60.472024,8.468946
Norway,2010,100.0,100.0,,,56.37,5.12,0.0,117.97,95.84045,102332.45,4.57,41409.99985,65.47019,0.701833824,87693.79007,15,323802.0,60.472024,8.468946
Norway,2011,100.0,100.0,,,56.71,4.31,0.0,121.9,96.58506,102448.8,3.89,39599.99847,66.30012,0.981434479,100600.5624,15,323802.0,60.472024,8.468946
Norway,2012,100.0,100.0,,,58.0,2.95,0.0,143.6,97.98704,111982.734,4.14,38490.00168,70.095116,2.703109471,101524.1419,15,323802.0,60.472024,8.468946
Norway,2013,100.0,100.0,,,57.42,2.85,0.0,130.42,97.86148,103711.92,4.37,39500.0,67.50864,1.034072914,102913.4508,15,323802.0,60.472024,8.468946
Norway,2014,100.0,100.0,,,56.9,3.0,0.0,137.94,97.87143,105633.75,3.77,39110.00061,68.88728,1.969544301,97019.18275,15,323802.0,60.472024,8.468946
Norway,2015,100.0,100.0,,,58.12,2.99,0.0,140.07,97.90997,105580.38,3.77,39490.00168,68.87519,1.967128438,74355.51586,15,323802.0,60.472024,8.468946
Norway,2016,100.0,100.0,,,59.39,2.97,0.0,145.16,97.995,106194.95,3.57,38759.99832,69.86629,1.071558977,70460.56053,15,323802.0,60.472024,8.468946
Norway,2017,100.0,100.0,,,61.09,2.93,0.0,145.48,98.025734,105901.33,3.68,37720.00122,69.260994,2.323290208,75496.75406,15,323802.0,60.472024,8.468946
Norway,2018,100.0,100.0,,,60.75,2.96,0.0,143.06,97.97288,103558.19,3.66,37590.00015,68.85805,1.118828479,82267.80932,15,323802.0,60.472024,8.468946
Norway,2019,100.0,100.0,,,62.37,2.76,0.0,131.07,97.93769,96392.5,3.33,35950.00076,67.08509,0.745798219,75719.7529,15,323802.0,60.472024,8.468946
Norway,2020,100.0,100.0,,,,2.2,0.0,152.09,98.57412,103888.89,,,70.96306,-0.717182669,67329.67779,15,323802.0,60.472024,8.468946
